Ronde,Scenario,CPU Energie,GPU Energie,Total Energie,Tijd
1,1,239.38,252.57,491.95,10
2,1,204.11,237.21,441.32,10
3,1,207.34,235.94,443.28,10
1,2,287.95,212.01,499.96,9
2,2,269.01,210.59,479.60,9
3,2,264.22,210.77,474.99,9
1,3,1433.45,1125.25,2558.70,45
2,3,1414.25,1148.32,2562.57,46
3,3,1407.52,1110.52,2518.04,45
1,4,7244.18,5598.84,12843.02,223
2,4,7178.32,5694.08,12872.40,226
3,4,7205.42,5708.09,12913.51,227
